6|-1|-27|7|22
7|-1|-78|3|22
8|-1|-50|9|25
9|1|113|0|13
0|-1|-90|27|21
1|1|75|14|17
2|1|53|4|21
3|-1|-111|2|1
4|-1|-52|8|15
5|-1|-16|2|13
6|-1|-72|9|17
7|-1|-117|25|7
8|-1|-22|16|19
9|1|97|5|6
0|-1|-121|8|13
1|-1|-81|17|12
2|1|31|18|13
3|-1|-46|16|27
4|-1|-101|16|10
5|-1|-123|4|9
6|-1|-37|26|2
7|1|7|16|7
8|-1|-70|23|7
9|1|29|20|11
0|1|11|10|8
1|-1|-35|10|21
2|-1|-85|17|4
3|1|19|19|9
4|-1|-116|4|7
5|-1|-17|20|13
6|1|96|11|22
7|-1|-12|16|8
8|1|52|21|24
9|-1|-38|24|22
0|-1|-5|24|14
1|-1|-70|17|1
2|-1|-120|1|9
3|-1|-65|3|26
4|1|11|6|4
5|1|98|17|27
6|1|38|14|25
7|1|106|26|21
8|-1|-113|5|10
9|1|113|23|12
0|1|67|6|22
1|-1|-101|14|13
2|-1|-81|23|23
3|1|102|6|23
4|1|86|8|20
5|-1|-67|10|20
6|-1|-14|11|5
7|1|4|12|12
8|-1|-85|27|10
9|1|15|11|23
0|-1|-37|7|10
1|-1|-43|23|23
2|1|106|3|5
3|1|90|26|25
4|-1|-62|26|18
5|-1|-67|19|26
6|-1|-83|18|4
7|-1|-13|26|17
8|1|34|2|10
9|1|39|22|8
0|-1|-120|18|16
1|1|38|18|9
2|1|106|25|7
3|-1|-87|21|23
4|1|123|5|16
5|-1|-40|18|5
6|-1|-117|3|18
7|-1|-73|11|21
8|-1|-120|23|12
9|1|113|7|24
0|-1|-119|7|22
1|1|2|10|22
2|-1|-10|17|9
3|1|87|20|21
4|-1|-123|12|19
5|-1|-86|24|5
6|-1|-79|18|18
7|-1|-32|0|6
8|-1|-49|23|12
9|1|58|14|24
0|-1|-32|22|4
1|1|44|5|21
2|-1|-75|0|22
3|-1|-87|13|12
4|-1|-79|13|21
5|1|29|6|11
6|1|35|12|7
7|-1|-86|15|14
8|1|2|13|6
9|-1|-67|17|6
0|1|124|12|13
1|-1|-76|24|19
2|1|91|23|5
3|-1|-79|12|23
4|-1|-78|3|17
5|1|89|18|22
6|-1|-97|3|16
7|-1|-124|7|8
8|1|62|10|5
9|1|112|8|20
0|1|111|6|17
1|-1|-60|17|24
2|1|96|0|18
3|-1|-86|8|6
4|1|57|25|27
5|-1|-49|5|7
6|-1|-125|3|1
7|-1|-88|11|11
8|1|45|11|17
9|1|119|2|25
0|-1|-2|4|23
1|1|64|5|18
2|-1|-71|13|10
3|1|11|13|22
4|1|92|27|6
5|-1|-126|18|0
6|1|0|3|7
7|1|127|15|15
8|1|27|12|5
9|1|43|6|22
0|1|55|12|0
1|1|76|6|9
2|1|83|19|11
3|-1|-36|26|4
4|1|71|27|21
5|1|10|0|23
6|-1|-79|18|5
7|1|64|21|25
8|-1|-73|0|0
9|-1|-62|11|8
0|-1|-98|8|7
1|-1|-24|5|15
2|-1|-83|25|15
3|1|100|22|9
4|-1|-93|15|0
5|-1|-101|21|5
6|1|4|20|19
7|-1|-22|21|22
8|1|24|20|15
9|-1|-16|27|16
0|1|48|0|22
1|1|77|7|8
2|-1|-13|6|22
3|-1|-86|9|5
4|-1|-75|3|1
5|-1|-77|8|11
6|-1|-32|12|9
7|-1|-31|8|0
8|-1|-92|19|26
9|1|10|12|8
0|-1|-59|7|0
1|1|108|16|25
2|1|70|6|11
3|1|103|4|9
4|-1|-81|19|2
5|-1|-9|11|13
6|1|77|4|11
7|-1|-96|3|19
8|-1|-108|3|23
9|1|28|14|22
0|1|60|16|20
1|-1|-103|18|11
2|1|121|8|13
3|-1|-44|2|12
4|1|65|14|16
5|-1|-95|4|12
6|1|51|10|15
7|1|118|1|10
8|-1|-80|23|9
9|-1|-33|17|18
0|1|106|16|14
1|1|54|7|18
2|1|103|2|7
3|1|123|26|9
4|-1|-24|3|24
5|-1|-35|10|13
6|-1|-35|9|23
7|1|127|15|12
8|1|58|2|3
9|-1|-80|7|22
0|1|58|24|11
1|1|35|23|21
2|1|14|18|25
3|-1|-92|3|14
4|1|2|21|7
5|1|118|10|2
6|-1|-46|11|19
7|1|103|20|19
8|-1|-54|15|5
9|-1|-26|3|9
0|-1|-19|12|2
1|1|59|25|13
2|-1|-102|9|26
3|1|59|26|19
4|-1|-54|11|13
5|1|19|25|18
6|-1|-125|11|22
7|-1|-110|17|14
8|1|47|2|20
9|1|106|10|7
0|-1|-82|8|13
1|1|102|20|20
2|-1|-12|8|16
3|-1|-30|1|21
4|-1|-50|24|21
5|1|76|17|25
6|1|84|6|9
7|-1|-106|22|23
8|-1|-23|27|12
9|1|17|18|17
0|-1|-7|3|17
1|-1|-63|2|26
2|-1|-56|10|13
3|1|117|26|5
4|-1|-3|12|26
5|-1|0|9|17
6|-1|-9|15|8
7|-1|-93|3|7
8|-1|-46|25|1
9|1|50|19|13
0|1|69|16|12
1|-1|-7|23|3
2|-1|-73|0|0
3|1|9|26|3
4|1|52|20|22
5|-1|-7|8|13
6|1|112|6|16
7|-1|-43|7|11
8|-1|-8|11|14
9|1|71|18|26
0|-1|-79|10|1
1|-1|-106|6|11
2|-1|-89|5|25
3|1|37|7|14
4|-1|0|6|23
5|-1|-18|3|14
6|-1|-24|22|6
7|1|3|15|2
8|-1|-11|1|1
9|-1|-73|24|24
0|-1|0|0|21
1|1|86|0|8
2|1|15|25|23
3|1|99|6|3
4|1|21|2|12
5|1|118|19|11
6|1|62|8|26
7|-1|-63|22|16
8|1|110|22|3
9|1|56|27|9
0|-1|-76|11|8
1|1|67|11|26
2|-1|-126|15|4
3|1|55|27|14
4|1|56|25|11
5|1|1|16|16
6|1|117|14|20
7|1|73|3|5
8|-1|-59|9|14
9|1|32|22|24
0|1|55|7|15
1|1|82|4|0
2|1|108|4|21
3|1|26|23|1
4|1|111|19|13
5|1|66|14|4
6|-1|-41|5|21
7|1|18|8|1
8|-1|-9|23|3
9|-1|-13|2|25
0|1|124|10|4
1|1|97|6|9
2|1|0|18|21
3|1|127|18|6
4|1|88|16|22
5|-1|-55|7|16
6|-1|-9|18|14
7|-1|-122|9|17
8|1|62|5|5
9|-1|-44|10|18
0|-1|-83|5|10
1|1|111|1|2
2|1|105|0|7
3|1|13|25|17
4|1|116|16|12
5|-1|-64|2|2
6|1|99|26|22
7|-1|-104|12|16
8|-1|-72|10|27
9|-1|-45|23|2
0|1|116|14|6
1|-1|-63|24|22
2|1|94|25|15
3|1|10|13|12
4|1|4|11|16
5|1|37|22|10
6|-1|-55|15|16
7|-1|-12|11|8
8|-1|-2|26|1
9|1|78|23|14
0|-1|-12|2|19
1|1|122|16|24
2|-1|-44|0|11
3|1|34|1|12
4|1|57|6|7
5|1|114|11|25
6|1|70|26|6
7|1|57|9|6
8|-1|-1|11|9
9|-1|-32|10|22
0|1|94|22|0
1|1|1|5|24
2|-1|-48|7|21
3|-1|-80|6|7
4|-1|-16|18|9
5|1|98|4|17
6|-1|-46|6|11
7|1|126|8|0
8|1|127|22|20
9|1|84|12|4
0|1|24|11|25
1|1|91|3|3
2|-1|-72|19|9
3|1|58|21|12
4|1|1|22|5
5|-1|-18|23|21
6|-1|-114|13|0
7|-1|-76|23|5
8|-1|-52|12|2
9|1|119|13|10
0|1|7|25|11
1|1|113|3|27
2|-1|-16|11|22
3|-1|-60|2|24
4|-1|-48|24|0
5|1|8|27|9
6|-1|-108|10|24
7|1|5|17|20
8|1|105|22|11
9|1|125|12|2
0|-1|-53|3|7
1|1|44|1|11
2|-1|-26|8|10
3|1|107|12|15
4|-1|-75|23|15
5|-1|-24|14|2
6|1|92|25|22
7|1|48|3|16
8|-1|-84|8|16
9|1|114|7|19
0|-1|-111|7|25
1|-1|-62|1|9
2|-1|-114|23|25
3|-1|-62|25|19
4|-1|-43|26|8
5|1|91|16|19
6|-1|-119|17|7
7|-1|0|4|12
8|-1|-37|8|16
9|1|81|26|13
0|-1|-75|14|16
1|-1|-49|3|14
2|-1|-97|4|0
3|-1|-73|25|1
4|-1|-3|9|3
5|1|30|6|25
6|-1|-48|23|26
7|1|27|19|27
8|-1|-29|24|6
9|1|119|5|26
0|-1|-91|19|27
1|-1|-54|10|23
2|1|120|20|14
3|-1|-23|4|15
4|-1|-85|23|2
5|-1|-86|2|17
6|-1|-59|20|3
7|-1|-62|17|26
8|-1|-125|23|11
9|-1|-90|7|8
0|-1|-41|24|5
1|1|92|10|3
2|1|126|14|13
3|-1|-88|8|20
4|-1|-63|26|7
5|1|67|7|8
6|1|104|14|10
7|-1|-117|19|11
8|1|115|23|9
9|-1|-115|21|21
0|-1|-89|4|18
1|1|13|11|21
2|1|37|6|17
3|1|33|21|6
4|-1|-47|13|2
5|-1|-122|21|13
6|1|38|18|24
7|-1|-103|11|20
8|1|71|17|1
9|-1|-32|7|12
0|-1|-90|7|21
1|1|8|17|13
2|-1|-38|6|18
3|1|28|14|18
4|1|124|11|1
5|1|95|25|27
6|-1|-125|5|8
7|1|63|24|6
8|1|22|9|12
9|1|75|24|10
0|-1|-103|4|2
1|-1|-84|18|26
2|1|93|22|3
3|1|105|2|14
4|-1|-9|10|22
5|1|115|9|27
6|-1|-36|1|20
7|-1|-48|3|26
8|-1|-28|2|25
9|-1|-122|21|19
0|1|80|13|0
1|1|39|10|6
2|-1|-24|20|9
3|1|95|14|3
4|-1|-87|22|23
5|1|127|14|27
6|-1|-90|20|27
7|1|87|5|19
8|1|28|24|20
9|-1|-40|2|8
0|-1|-3|3|0
1|-1|-7|1|7
2|-1|-100|22|5
3|-1|-6|10|5
4|1|92|24|16
5|1|29|23|15
6|1|90|25|19
7|1|63|10|1
8|-1|-118|18|9
9|-1|-123|21|27
0|-1|-60|23|4
1|-1|-106|4|10
2|-1|-74|1|15
3|-1|-5|24|13
4|-1|-57|8|12
5|1|119|25|17
6|1|39|2|22
7|1|97|27|0
8|-1|-98|0|9
9|1|19|24|25
0|-1|-7|22|26
1|-1|-38|25|18
2|-1|-14|26|22
3|1|23|22|23
4|-1|-117|17|26
5|-1|-114|5|11
6|-1|-46|27|16
7|-1|-13|19|0
8|-1|-107|14|23
9|-1|-79|11|4
0|1|95|14|3
1|-1|-26|14|11
2|-1|-80|2|21
3|1|3|16|17
4|1|7|2|19
5|1|109|27|18
6|-1|-38|5|24
7|1|34|10|26
8|-1|-90|17|2
9|1|47|4|22
0|1|49|16|23
1|-1|-112|24|0
2|-1|-5|12|2
3|1|0|7|6
4|-1|-50|0|18
5|1|5|7|21
6|1|119|21|9
7|1|101|18|27
8|1|17|10|3
9|1|46|3|27
0|-1|-78|19|22
1|1|6|8|0
2|-1|-41|15|20
3|-1|-4|19|5
4|-1|-3|26|12
5|-1|-104|2|12
6|1|61|3|17
7|1|87|12|6
8|-1|-65|22|15
9|-1|-80|2|17
0|-1|-115|18|2
1|1|22|14|25
2|-1|-6|18|19
3|1|84|22|27
4|-1|-67|14|24
5|-1|-22|4|10
6|1|111|0|20
7|-1|-57|7|7
8|-1|-88|11|26
9|-1|-22|8|17
0|-1|-15|16|27
1|-1|-125|15|26
2|-1|-29|22|26
3|1|44|19|13
4|1|64|18|18
5|-1|-18|3|6
6|-1|-27|10|27
7|-1|-52|7|27
8|1|49|20|12
9|-1|-19|0|25
0|-1|-45|26|13
1|-1|-4|4|1
2|-1|-124|7|0
3|1|31|5|9
4|-1|-65|11|25
5|1|42|21|6
6|1|4|18|20
7|1|41|15|25
8|-1|-86|9|1
9|-1|-97|20|0
0|-1|-57|10|12
1|1|35|2|6
2|-1|-11|18|22
3|-1|-36|17|11
4|-1|-1|19|25
5|1|98|2|5
6|1|112|10|15
7|-1|-18|7|11
8|1|95|13|15
9|1|1|11|15
0|-1|-63|9|5
1|1|84|7|20
2|1|48|6|22
3|-1|-55|22|26
4|1|31|1|9
5|1|99|22|27
6|-1|-39|1|20
7|1|22|19|15
8|-1|-18|23|21
9|1|78|5|25
0|1|121|9|14
1|1|71|19|21
2|-1|-36|21|1
3|1|75|27|0
4|-1|-106|2|27
5|1|127|26|25
6|1|55|21|25
7|1|119|9|12
8|-1|-43|3|2
9|-1|-58|23|24
0|1|109|10|5
1|1|74|15|5
2|-1|-20|24|23
3|-1|-101|21|26
4|-1|-38|1|25
5|1|25|23|12
6|-1|-18|0|26
7|1|0|24|4
8|1|12|2|25
9|-1|-8|22|7
0|-1|-38|0|5
1|-1|-78|21|15
2|-1|-119|17|4
3|-1|-39|23|12
4|1|12|20|7
5|-1|-37|0|26
6|-1|-55|8|1
7|-1|-119|17|0
8|-1|-124|17|8
9|-1|-47|19|0
0|1|48|10|25
1|-1|-59|10|0
2|1|79|23|1
3|1|22|2|25
4|1|10|14|20
5|1|74|21|7
6|1|79|2|15
7|1|35|13|3
8|-1|-108|16|26
9|-1|-6|5|1
0|1|7|12|23
1|1|3|23|16
2|-1|-98|17|11
3|1|71|10|23
4|-1|-2|23|16
5|-1|-1|8|6
6|1|18|19|18
7|-1|-52|3|18
8|-1|-60|4|25
9|-1|-48|14|8
0|-1|-40|16|14
1|1|65|25|16
2|-1|-80|23|13
3|1|21|8|20
4|-1|-47|18|21
5|1|53|5|21
6|-1|-121|7|11
7|1|13|10|6
8|1|55|22|9
9|-1|-88|13|7
0|-1|-123|4|14
1|1|119|4|26
2|-1|-10|13|15
3|1|121|7|10
4|-1|-21|0|1
5|-1|-53|17|26
6|-1|-38|19|6
7|1|68|25|19
8|1|34|17|17
9|1|1|12|23
0|-1|-75|26|20
1|1|55|2|4
2|1|109|25|23
3|1|43|3|25
4|-1|-95|15|21
5|-1|-113|15|25
6|-1|-81|3|1
7|-1|-91|20|24
8|1|113|15|26
9|-1|-30|27|22
0|1|124|23|8
1|1|118|0|19
2|1|70|2|5
3|1|108|25|24
4|1|107|5|25
5|1|95|23|6
6|1|15|2|15
7|1|35|2|0
8|-1|-124|22|13
9|1|125|14|23
0|1|37|20|9
1|-1|-112|26|3
2|-1|-100|16|20
3|1|43|18|6
4|1|22|16|6
5|-1|-125|19|27
6|1|5|10|26
7|1|114|8|27
8|1|83|21|11
9|1|102|4|23
0|1|43|4|17
1|-1|-35|9|19
2|-1|-22|3|27
3|1|70|25|14
4|1|55|20|6
5|-1|-32|12|25
6|-1|-2|3|12
7|-1|-9|11|7
8|-1|-36|6|6
9|-1|-31|6|22
0|-1|-61|1|20
1|-1|-52|23|19
2|-1|-4|17|5
3|1|12|6|23
4|-1|-95|5|21
5|-1|-123|26|21
6|-1|-42|14|24
7|-1|-111|6|0
8|1|45|22|18
9|-1|-67|9|5
0|1|40|23|3
1|-1|-12|15|6
2|1|57|15|6
3|1|47|20|5
4|-1|-82|13|20
5|1|65|4|17
6|1|28|22|12
7|-1|-35|17|6
8|-1|-65|1|21
9|-1|-30|14|15
0|1|124|26|7
1|-1|-105|0|12
2|-1|-100|16|1
3|-1|-18|0|20
4|-1|-51|2|2
5|1|30|19|3
6|-1|-102|24|12
7|1|42|22|13
8|-1|-25|21|4
9|-1|-80|23|17
0|1|20|5|14
1|1|29|12|7
2|1|120|17|24
3|1|18|27|10
4|-1|-127|25|17
5|1|124|16|10
6|-1|-39|18|6
7|-1|-59|18|16
8|-1|-123|22|1
9|-1|-14|5|18
0|1|54|11|6
1|-1|-67|2|23
2|-1|-121|4|19
3|-1|-115|5|8
4|1|38|26|22
5|1|91|25|8
6|1|27|5|25
7|-1|-26|22|23
8|1|83|23|8
9|1|105|14|22
0|1|43|16|14
1|-1|-120|0|23
2|-1|-22|1|10
3|-1|-123|0|0
4|1|4|20|4
5|1|87|16|27
6|1|54|2|8
7|1|49|11|3
8|1|51|15|7
9|-1|-113|20|18
0|1|108|16|10
1|1|52|22|8
2|-1|-124|23|7
3|1|116|1|7
4|1|121|16|12
5|-1|-40|21|13
6|1|39|23|22
7|-1|-92|12|15
8|-1|-115|5|1
9|-1|-72|27|23
0|1|99|27|26
1|1|107|18|23
2|-1|-54|18|22
3|-1|-116|3|13
4|-1|-9|27|5
5|-1|-117|22|4
6|-1|-58|9|0
7|-1|-52|8|13
8|1|125|22|8
9|-1|-95|19|2
0|1|112|19|16
1|-1|-9|18|9
2|-1|-3|7|8
3|-1|-115|14|6
4|-1|-17|24|24
5|-1|-66|6|25
6|-1|-63|10|8
7|-1|-97|1|14
8|-1|-122|10|12
9|1|103|16|14
0|-1|-113|18|5
1|1|16|27|2
2|1|118|2|7
3|-1|-117|22|10
4|1|12|22|11
5|-1|-18|1|26
6|-1|-6|11|7
7|1|67|13|21
8|1|85|26|12
9|-1|-118|2|8
0|1|5|25|9
1|1|113|18|13
2|-1|-26|12|22
3|1|32|24|17
4|-1|-53|10|20
5|1|0|13|0
6|-1|-77|25|8
7|-1|-35|4|14
8|1|111|24|11
9|1|19|27|27
0|1|92|16|16
1|-1|-50|5|6
2|-1|-75|2|12
3|-1|-3|2|14
4|-1|-61|0|21
5|-1|-19|7|0
6|-1|-121|6|14
7|1|53|26|23
8|-1|-81|23|24
9|1|2|10|27
0|-1|-18|24|0
1|-1|-37|13|27
2|-1|-72|24|12
3|-1|-87|6|14
4|1|91|11|21
5|-1|-27|13|11
6|-1|-53|12|27
7|1|91|15|13
8|1|55|6|7
9|-1|-119|16|6
0|-1|-118|22|9
1|1|75|22|24
2|-1|-41|27|21
3|-1|-69|5|15
4|-1|-118|0|5
5|-1|-61|15|3
6|-1|-127|26|0
7|1|35|15|7
8|-1|-16|0|22
9|-1|-71|12|22
0|1|126|17|21
1|1|79|10|24
2|-1|-14|7|4
3|1|98|15|13
4|-1|-29|23|11
5|-1|-65|2|0
6|1|111|23|22
7|-1|-80|6|19
8|-1|-39|23|1
9|1|13|27|14
0|1|104|20|15
1|-1|-52|23|24
2|-1|-79|9|15
3|1|19|6|12
4|-1|-89|15|27
5|-1|-51|23|6
6|1|2|26|24
7|-1|-22|7|2
8|-1|-108|6|15
9|-1|-2|12|18
0|-1|-59|19|25
1|-1|-40|22|15
2|-1|-7|24|21
3|-1|-89|23|3
4|-1|-30|20|27
5|-1|-25|25|7
6|1|76|2|11
7|1|118|8|10
8|-1|-89|27|1
9|-1|0|10|5
0|1|123|2|13
1|1|81|27|17
2|-1|-30|11|19
3|1|94|27|27
4|1|115|4|24
5|-1|-32|1|4
6|-1|-17|3|19
7|-1|-81|1|3
8|-1|-117|6|22
9|1|24|18|14
0|-1|-60|7|17
1|-1|-86|12|17
2|1|112|7|9
3|-1|-23|12|25
4|1|119|22|8
5|-1|-97|9|23
6|-1|-58|13|3
7|1|37|18|3
8|1|1|3|25
9|-1|-27|1|16
0|1|27|22|2
1|1|7|0|17
2|-1|-20|20|8
3|-1|-23|0|17
4|-1|-30|27|3
5|1|33|24|15
6|1|127|21|12
7|1|70|19|5
8|-1|-4|20|17
9|1|53|23|6
0|-1|-38|0|19
1|-1|-59|16|22
2|-1|-9|19|25
3|-1|-120|4|18
4|-1|-52|0|17
5|-1|-24|4|22
6|-1|-123|18|7
7|-1|-61|7|6
8|-1|-111|18|10
9|-1|-44|9|0
0|-1|-44|24|6
1|-1|-78|24|23
2|-1|-111|13|16
3|1|105|15|14
4|-1|-64|20|23
5|-1|-23|3|6
6|-1|-31|17|5
7|-1|-66|21|21
8|1|50|17|4
9|-1|-69|1|6
0|1|101|1|27
1|1|92|10|9
2|1|109|16|12
3|-1|0|17|17
4|1|23|17|16
5|1|45|11|17
6|1|74|12|17
7|-1|-16|2|25
8|-1|-35|9|26
9|1|88|12|8
0|1|65|14|15
1|1|85|1|1
2|-1|-126|6|26
3|1|97|10|27
4|-1|-108|15|17
5|-1|-22|19|9
6|1|75|2|4
7|-1|-79|27|7
8|-1|-17|19|15
9|1|4|20|6
0|1|5|3|5
1|-1|-9|0|2
2|1|59|14|16
3|-1|-40|23|14
4|1|31|8|16
5|1|85|9|19
6|1|41|20|27
7|-1|-91|25|23
8|1|93|7|8
9|1|59|1|3
0|-1|-77|14|19
1|-1|-70|10|23
2|-1|-95|11|17
3|1|21|5|26
4|1|51|8|17
5|-1|-105|0|3
6|1|105|6|25
7|-1|-110|0|8
8|1|106|21|26
9|-1|-29|24|17
0|-1|-63|12|1
1|1|52|10|21
2|-1|-97|7|6
3|1|47|25|15
4|1|74|26|24
5|1|97|0|10
6|1|1|25|14
7|1|55|22|17
8|1|80|10|25
9|-1|-51|18|11
0|-1|-108|24|15
1|-1|-22|4|4
2|1|86|16|4
3|-1|-73|16|12
4|-1|-11|6|26
5|-1|-48|23|11
6|-1|-120|12|14
7|-1|-3|26|15
8|1|2|18|5
9|-1|-85|18|17
0|1|76|27|4
1|1|1|2|18
2|-1|-30|5|12
3|1|21|2|16
4|-1|-98|1|16
5|-1|-114|20|26
6|1|29|1|18
7|-1|-29|17|8
8|-1|-50|2|26
9|-1|-118|24|17
0|-1|-43|6|10
1|-1|-16|24|27
2|1|79|24|19
3|1|57|26|10
4|-1|-84|26|27
5|-1|-119|7|19
6|1|83|0|2
7|-1|-92|3|26
8|1|3|5|12
9|-1|-75|4|10
0|-1|-28|26|5
1|1|114|10|20
2|-1|-113|13|6
3|1|122|6|18
4|1|117|1|15
5|-1|-112|16|18
6|1|107|11|11
7|-1|-58|23|23
8|-1|-54|21|0
9|1|3|7|6
0|1|50|18|10
1|1|117|5|20
2|1|98|2|22
3|1|1|1|16
4|-1|-3|19|18
5|1|70|12|25
6|-1|-67|14|17
7|-1|-117|19|25
8|-1|-57|5|3
9|1|99|27|26
0|-1|-77|11|3
1|1|91|25|8
2|1|108|19|19
3|1|43|19|23
4|-1|-54|27|17
5|-1|-106|7|18
6|1|111|7|11
7|1|107|11|1
8|-1|-107|24|23
9|1|17|7|18
0|-1|-18|4|1
1|1|41|7|21
2|-1|-6|16|1
3|1|87|19|22
4|1|124|22|6
5|-1|-13|7|25
6|1|22|21|6
7|-1|-8|25|11
8|1|26|15|25
9|-1|-25|3|15
0|-1|-30|0|3
1|-1|-116|5|21
2|1|102|27|23
3|-1|-34|19|12
4|1|64|6|18
5|-1|-7|17|1
6|-1|-79|22|12
7|-1|-32|9|10
8|-1|-60|8|10
9|-1|-111|20|27
0|-1|-62|26|23
1|1|8|10|26
2|-1|-110|4|15
3|1|20|17|25
4|-1|-95|12|3
5|-1|-49|4|26
6|-1|-73|22|15
7|1|32|12|7
8|1|81|21|4
9|-1|-57|21|6
0|-1|-20|11|9
1|1|59|3|10
2|1|56|17|1
3|1|116|21|16
4|-1|-60|26|19
5|1|109|15|13
6|-1|-65|26|27
7|1|101|11|20
8|-1|-24|17|17
9|-1|-96|17|12
0|1|68|11|18
1|1|62|25|22
2|1|93|10|15
3|-1|-86|19|11
4|-1|-79|15|17
5|1|94|17|1
6|1|84|24|3
7|-1|-21|10|13
8|1|99|3|7
9|1|106|0|26
0|1|25|26|16
1|-1|-65|24|5
2|1|12|26|27
3|1|0|13|20
4|-1|-124|18|18
5|1|20|7|12
6|-1|-65|18|4
7|1|15|7|10
8|1|116|8|26
9|1|85|25|6
0|1|12|0|20
1|-1|-126|15|9
2|-1|-68|24|16
3|-1|-26|0|3
4|1|4|7|21
5|1|96|25|1
6|1|99|6|27
7|-1|-122|22|3
8|1|94|26|4
9|-1|-37|4|9
0|-1|-81|20|10
1|1|15|24|2
2|-1|-4|7|16
3|-1|-103|24|10
4|-1|-115|20|7
5|-1|-24|11|23
6|-1|-52|0|14
7|1|26|22|1
8|1|34|27|0
9|1|29|27|23
0|-1|-54|21|19
1|1|55|9|24
2|1|33|0|18
3|-1|-61|19|16
4|-1|-86|8|25
5|1|40|10|5
6|1|44|15|9
7|-1|-125|13|7
8|-1|-59|27|16
9|-1|-101|25|2
0|1|17|25|24
1|-1|-75|7|3
2|1|65|20|18
3|-1|-113|19|17
4|1|29|23|1
5|1|98|20|7
6|1|61|6|13
7|-1|-7|11|12
8|1|18|10|0
9|-1|-43|1|2
0|1|51|15|7
1|1|71|25|23
2|-1|-104|21|11
3|-1|-35|16|7
4|-1|-17|8|2
5|1|34|27|10
6|-1|-116|17|19
7|1|118|22|7
8|-1|-77|5|9
9|1|60|14|13
0|1|12|14|22
1|1|117|20|5
2|-1|-113|25|3
3|1|118|10|27
4|1|69|17|0
5|1|90|20|3
6|1|56|24|16
7|1|85|3|25
8|1|49|12|26
9|-1|-92|18|11
0|1|38|23|26
1|1|30|22|11
2|-1|-32|7|14
3|-1|-3|3|21
4|-1|-74|0|25
5|1|59|5|2
6|-1|-62|8|21
7|-1|-1|18|11
8|1|114|6|1
9|-1|-113|7|0
0|1|4|7|19
1|-1|-24|6|20
2|1|47|21|21
3|-1|-116|8|19
4|1|16|27|2
5|-1|-95|8|16
6|-1|-16|26|21
7|-1|-98|24|6
8|1|62|17|14
9|-1|-101|20|16
0|1|76|23|22
1|1|123|21|16
2|1|33|4|25
3|-1|-6|8|8
4|-1|-48|18|12
5|-1|-100|16|25
6|-1|-101|5|6
7|-1|-12|13|8
8|1|31|20|23
9|-1|-22|3|22
0|1|78|25|23
1|1|70|18|23
2|-1|-29|23|11
3|1|2|22|1
4|-1|-51|23|4
5|-1|-123|15|3
6|1|34|10|24
7|1|68|3|4
8|1|103|6|27
9|-1|-57|23|4
0|-1|-107|23|18
1|1|25|19|27
2|-1|-28|20|4
3|-1|-59|4|1
4|1|4|26|27
5|-1|-32|17|8
6|-1|-127|20|11
7|1|55|13|11
8|-1|-60|11|22
9|-1|-48|11|4
0|1|5|24|0
1|1|46|10|16
2|-1|-62|23|14
